Review,Rating
"not paid money trip won day/two night trip bavarro princess june took trip past weekend nov 21-23 2003. thank goodness did not pay trip fighting money, princess bills 4 star inclusive resort, gets maybe 1 1/2 stars best, time step plane looking handout, baggage guys transfer operators bell men sell dive trip 20 disposal camera, grounds pretty lot construction going lot rooms lots creepy construction workers places consider private places paying guests, arrived 5pm told check able eat main buffet evening not having reservations 4 resturaunts, no big deal, bell man insisted taking bag hotel, fact tried wheel away followed took telling 10 minutes arrive room, asked resort included tips/gratuities, desk clerk said want tip, pay like, offered polite smile, arrived room strong smell mold live puerto rico not new plus raining quite bit past week turned air conditioner humidity, fully stocked mini bar consists bottles sprite coke bottles water bottles beer, did mention refrigerator n't plugged, articles warm no way ice treking way entry bar, 10 minute walk, took bell man 35 minutes bring small bag sharing room, husband return curb rain order speed process retreiving bag, wanted change clothes, walked rain dinner umbrella provided room way covered black mold, hispanola buffet okay, read reviews web site avoided fish chinese food, think ate weight bread cheese, red wine chilled guess european thing, good not great, dessert table left little desired, dishes not recognizable fruit sitting mess flies passed dessert, no clocks rooms book people twin beds shoved, good thing n't honeymoon, small flat pillow bed ceiling fan looked like used guillotine point past, deluxe star resort towel person no wash cloths, bathroom not clean showed residue urine seat, okay night sleep air clicking random, woke went breakfast coffee good juice not world sort orange juice tang mixture selection varied fruit covered flies bread stale, ordered omlettes omlette line did not received omlettes got, servers quick plate not quick bring refill beverages, returning room hung not disturb sign door did not want room service days weekend, valuables room did not want disturbed, coming beach day room completely cleaned, furious, addressed desk language barrier understand problem, beach saving grace resort, beautiful beach good service bars lots booze bottled water snack bar/hamburger stand gets 5 stars, guy working cooks mean chicken burger fries, ate food tolerable, strangest thing resort beautiful beaches lack natural wild life, no birds swooping stray morsel beach no fish lovely shallow clean water thankfully no bugs, thought things strange, dinner reservations based desk recommendations el gaucho, arrived 7pm reservation glass chilled red wine ordered menu, ordered cesaer salad, way anchovies yuck, argentinean appetizer husband beef stew, appetizer consisted small slices bread shrimp dirty black vein tiny slices sausage mystery meat type blood sausage, kidding, beef stew clear yellow broth no hint salt flavor, sent salads appetizers, ordered fillet dinner, arrived joke, big hunk meat charred burned asked medium rare not fillet mignon tough nasty hunk meat probably not beef, got left resturaunt plates table asked wrong told waitor food horrible, went buffet instead, saw entertainment table horrible went room, days sun checked met transfer operator curb, aimed way motorcycles vans pick people traveling airport hotels, point bus operator gave board speech thanking traveling dom rep arrived airport required stay bus doors closed offloaded luggage, spoke uneasy, checking flights world passengers asked touched luggage not know, told tourinter person not comfortable stranger handling bag forced stay bus, n't worry wont steal, told n't afraid taken bag, wrote letter transportation safety administration regarding scam airport, force protection issue not allowed continue, unload bag want tip, took bag walked, conclusion 4 star resort flop, mexico puerto rico instead check real service caribbean, princess female frog disguise,  ",1
"frankly bad frankfurt lovely hotel severe problems, luck temporary definitely not worth inflated rate paying, save big headache contact making reservation finished renovation remodeling, lobby nightmare final day elevators not working making check real hassle housekeeping exceptionally noisy not early riser 7am disturbed, think actually hip impractical design bathrooms frosted glass door bathroom getting slammed tubs make resonant booming sounds.the room interiors pleasant small, look w hotels hope, room pants press ironing board mounted closet closet n't wide actually iron shirt, creepy porter argued iron board brought room order press clothes.room service good, food adequate inconsistent, good barely average,  ",1
"anniversary surprise, booked night stay husband wyndham esj 20th wedding anniversary surprise husband, guessed real surprise going, called wyndham esj make dinner reservations set-up room surprises husband arrival date anniversary august 27th, receptionist told contact wyndham request member personally request exactly wanted room set-up, spent 20 minutes filling forms requesting special items placed room, great idea thought, arrived hotel went straight request desk holding membership card hand, gave membership card waited gentleman punched number, sorry no record told, check-in main reservation desk, okay little bump road nothing major thought proceeded reservation desk, specialist confirmed reservation asked check dates stay, excuse said n't right, supposed staying nights 27th 30th, oh no sorry overbooked hotel final night cancelled, surprise, happy anniversary, course husband saw slowly having major melt-down came defense, minutes no resolution situation said given wonderful room ocean view best make mix-up, waited reservation lack thereof gave key room decided unpack relax, course thinking price paying looks lobby gorgeous room wonderful just described, mold air conditioning vent cigarette burns carpeting broken wood slats window wonderful room wonderful, not mention room smelled like dirty socks, best hate worst, make long story short possible checked intercontinental couple doors going send night stay, ended impressed staff hotel immediately booked nights instead, returned wyndham esj cancelled existing reservation headed intercontinental anniversary trip ended better started, advice considering wyndham esj ahead make sure did n't overbook reservation surprised,  ",1
"terrible service, arrived hotel overbooked canceled reservation, desk lady impatient rude, informed cancellation showed person lady did n't offer help hotel, probably better place looked like dump construction worse, walls floors torn no reception area left, lady did n't care situation unwilling help hotel weekend, dozen hotels availability, caused lot unecessary stress n't able mariner game early,  ",1
"n't bother stayed hotel just recently mother short 5 night break, booked hotel wotif disappointed arrived, room small bathroom like budget hotel, stayed meritus negara raffles plaza different visits singapore room standard hotels far better, did upgrade club deluxe room thinking room better rooms, difference breakfast included afternoon tea drink evening, times breakfast terrible, n't bring eat dry old fried rice toast, mini bar joke occassions n't restocked.also spreading accussations mother 50 missing bag day, normally room not cleaned left day come clean room breakfast mea n't kept interrupting occasions money went missing.it states booking voucher entitled 6pm checkout, fight, said subject availability, difficult believe argued gave in.on positive note, staff friendly not complain, location excellent orchard road, definitely try time,  ",1
"booked resort received magnificent deal cheapcaribbean.com, mistake, room problems day 1. husband left home 5:30 morning catch flight, room hotel air conditioner not working properly, instead just changing room kept sending engineer, 2 times engineer said needed change thermostat, husband stairs request room change 10:00 night b/c wanted sleep long day, did not want room change b/c said fixing problem changing thermostat, obviously going little, finally requesting manager got room change.the rooms rio mar standard, hotel claims luxurious rooms far, n't clean, hairs dust floors walked, stains carpets sheets, rooms plain, nothing special all.when received hotel checkout charged 2 nights valet parking husband self-parked week, asked change girls desk started speaking spanish girl desk doubting honesty self-parking, unfortunately understand spanish pissed situation, kelly desk continued argue saying not big deal spoke spanish, upset level service writing letter wyndham corporate especially lack customer service.overall say, husband got great deal n't worth, stayed better places puerto rico, n't let wyndham ruin experience beautiful island,  ",1
"love old decor expensive price, stay upscale luxury hotel price, marriott ihilani halekulani highest award aaa kahala hotel resorts idea true luxury hotel unless pink favorite color,  ",1
"n't wait home stayed nights disappointing, problems including bathroom flooded sea water problem plumbing no apology giving offer relocate room rude staff poor service quality food inconsistent, room average not spacious small window no view noisy room including plane style toilet aircon did not work properly ceiling leaked rained, overall not expected hotel good rating, not recommend hotel actively discourage people thinking staying,  ",1
"expensive boyfriend stayed 16-20 march, food expensive mediocre best, 50 hamburger chicken wrap sandwich w. 2 drinks ouch, beach rough sand reminded dirt, charge 25 rent fridge, twice accident, credited, charged parking did n't car, credited went wonderful horseback ride 72/person 2 hours, got asked going 1 hour 2 hour ride, boyfriend looked ea, assumption 2 hr, ride booked hotel option, enjoyed ride later complained raquel/rachel credited 10, nice professional, unlike lady concierge w. short hair cut, practically ignored approached desk head typing stood atleast minute, finally concierge assisted rest confused ordeal, complained unprofessionalism rachel, assured handle, bedding issue, gross blood stains comforter inside duvet, break, spoke ana head service, weak attempts correct problem finally called, finally re-placed fresh clean linen straight dryer, rented expensive car managed discount job 56 highly recommend trying discount aaa 3rd day wanted old san juan parking free 1st night, day 15 parking, spoke carrol man waxed eye-brows u doin, anyways audacity say heard parking free night 4 year, needless say boyfriend shenanigans hotel wanted break neck, arrogant treated lying, right wrong, removed, needless say seconds later guests arms, went timeshare presentation stayed hour wanted leave received 75 no trip, went day lady said forgot oh brother, chose hawaii florida hotel hawaii does not look good, recommendations antojitos carabali bar n grill rio grande area horseback riding stop mamayes river food great got ta, angus steak lobster tail 30, old san juan castillo fort old harbor restaurant-osj, rent car day 1st day free parking expensive park hotel.i not recommend wyndham rio mar, stay check prepared pay especially taxi deal arrogant people ps, timewarner people chanting 7:30 morning, just guys did n't pay trip does not mean wake paying guests morning noise adios,  ",1
"paid stay not hotel awful compelled write review warn travelers, hotel essentially bunch bungalow-type rooms exterior complex looks passable no means fantastic, horror begins enter rooms, say imagine college dorm room worse, beds old furniture awful bathroom not refurbished probably 15 years, turned faucet brown/rust water came indicating probably no stayed quite time, breakfast buffet horrendous thing ate eggs knew cracked open right no bugs crawled food, offered money stay think,  ",1
"disappointing setting lovely service poor security issues deal, prepared electricity periodically, pools small considering labeled resort, restaurant par isolated beach difficult navigating night eatery unless know way around.pretty disappointing experience overall,  ",1
"dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor cares suites bad, did n't great views restaurant atop hill no better roadside dumper, travelodge crowd obviously does love,  ",1
"vacation fro hel recently returned sirenis tropical punta cana, long drive airport hour, arrived 9:30pm local time, arrival screwed room reservations arriving, scurried buffet eat closed 10pm assured rooms straightened return, luggage left thier care assured watched, watched passport taken, no help visablely upset, representative did nothing morning, 3 days worrying no help hotel tour operator cancelled passport conference home number canada, spent numberous calls 3 days talking canadian consulate passport office, ca n't n't time great negative experience hotel nolitours reps. people travelling thier room key safe key money taken thier beach bag, loosing charged 30 safe opened 20us loss room key including taken, tried double charge service checking, dominican republic 6 times love people doubt return, definately use tour operator resort, going n't leave stuff care hotel staff not leave unattended pool ocean think twice using different tour operator ones sirenes tropical no help,  ",1
"not expected husband ended mix reservations marriott argh, attend medical conference, having read rave reviews place thought sounds great, wrong, paid 640 days nights smelly room, small kept bumping edges bed walls night room adjoining building 40 exact asked switched room did thank alexis room better not expected, tiles bathroom coming strange odor, n't really complaints neighborhood new york not worse stayed better motel 6 fraction cost, way walls adjoining building paper literally people fart rooms, ew, unfortunately did n't choice stay literally nothing available city, just going drunk wo n't conscious crash ok n't recommend,  ",1
"basicarry riu disapointment just got company trip punta cana man disapointement, start positives n't compensate monstrosity, pro simple beautiful beach water weather awesome pool area swim bar, honestly vouch fact beach just nice gets long bring food bed booze music card tables iodine tablets water valium staff, cons, starters plan taking shower bring life jacket swim bed, water escapes reckless abondon, later told staff memeber marble floors slightly downward sloping allowing water flow entire room-genius engineering, lucky navigate high seas bed sure massage scheduled morning essentially sleeping stone slab sheet, actually slept outside porch makeshift bed constructed couch cushions-true story re-adjusting enjoyed no wait sorry food not edible, mean basically ate french fries meal cheese pizza worse ellios, know world country company spent 1500 dollars person 4 nights best, stale bread soggy fruits vegetables sketchy meat pasta sauce worse ragu-awful, resturants no better rib-eye like steam-umms italian resturant grandmother turning grave, order room service tastey uncooked fries soggy chips caesar salad single-uncut piece lettuce mystery meat it.it okay drown sorrows watered beer dirty unwashed cups smell like old saliva, like mudslide delicious parmalat barrel vodka, oh despensers rooms really cool seen 2 dollar gordons gin flow way did, watered, like boxed wine anytime, drink purified ice fine wont toilet week ha, club hook, play hits 1970 songs spanish, shake groove thang roller rink like club slooks smells like bowling alley gone bad, co-workers got excited played hits songs new vibe quickly destroyed computerized dj reverted old records stolen militant haitians, casino looks like somethign set garage, not mention try cheat left right, 19 blackjack deal drew 19 instead push draw tried money, grabbed rist count cards pit boss looked real professional hooded sweatshirt, great trip, riu matter,  ",1
"not stay stayed pickwick hotel meeting end october 2008. purchased room hotwire.com read good reviews hotel did not like stay, placed 2nd floor room close street extremely noisy, got waken night noises street hall, hear people sneezing rooms, old rooms old places smells morning smell kitchen food prepared greasy fried food, good location not stay, price pay 4star new hotel lot offer like, silence,  ",1
"bathrooms great, family decided bavaro princess 4/24/ 4/29 long overdue vacation day day hustle, say like spend time bathroom place, stomach problems day 2. eating bella pasta, thankful staff provided ample quantities toilet paper stay, not pleased water pressure low provide nice hot shower, problems beaches weather second none,  ",1
"mediocre best not intercontinental material wow dissapointment, usually rest assured intercontinental locations highest order not case intercontinental dallas, positives entrance impressive location close galleria numerous places eat shop, not recommend hotel, intercontinental ashamed location umbrella.firstly elevators older stale cigarette smoke odor quite noticeable, hallways clean appeared ok looked renovated little attention, crown molding doors looked cheap, walls paper-thin entering room hear peron room door urinating, right urinating, extremely loud hallway felt like person restroom, rooms mediocre best bedding horrible, usually intercontinentals superb bedding featherbeds comforters, not location, just run-of-the hotel bedding cheap mattress cheaper bedding, stayed holiday inn expresses owned intercontinental hotels nicer sumptuous rooms bedding, bathrooms lackluster, older fixtures outdated shower really disappointing, towels horrific, kid not towels holiday inn expresses nicer location, cheap order day intercontinental towels, extremely disappointed location not stay, sound like nitpicking complainer price 195 chump booked room straight intercontinental plus 6.00 fee use gym better hi express hampton inn location cheaper, having stayed intercontinental atlanta times spoiled amenities intercontinental dallas say intercontinental hotels ashamed location bear usually superior, shame intercontinental better,  ",1
"terrible service visit regent say won__Ç_é_ again.true rooms nice spacious__Ç a/c not working properly smells bad, lot noise outside not able sleep, called manager duty not able understand offered free breakfast guess, package included breakfast br/ speaking staff, ignore not disturb__Ç lights, not speak english ignore, managers seating bar restaurant ignore guests__Ç stay week suite none came say hello, staff sees clients annoyance, getting round drinks lobby bar 30-minute affair, extra marks uselessness grumpiness desk,  ",1
"cleaned room, hotel nicely decorated forgotten maintenance, room 2 3 lights burned check maintenance replaced right away, paint peeling ceiling bathroom bed spread visible stains brown goobery stain dripping far wall cleaned 7 days, day leave detailed notes housekeeper expected trash change sheets 3 sets towels did n't, 2 7 days room n't cleaned 7pm night nights actually make room sheets small no pillowcases, not design hotels property removed corporate website, complained wanted refund 2 days room n't cleaned told hotels.com handled reservation nothing, manager not come speak leaving desk clerk field complaints, not stay hotel,  ",1
"not worth price wife stayed days november 2007. conference booking experience non-conference guest.the room standards price, clean, sheets did n't fit bed ended foot bed, bath tub drain n't seal wash cloth helped, rooms separate buildings pretty far removed desk, golf cart type vehicles circle sidewalks, run irregular basis, rode room walked rest time.the hotel probably 50 occupancy, pool sufficient chairs/towels, beach small, adjoining pool not wider feet rough shells/rocks, beach expensive rooms wider sandy, plenty room november, beach area afternoon.bugs, thankfully none room, conference cocktail party grassy area beach pool evening no-see-ums ate exposed skin, insect repellant, store property ran available desk 10, n't expose skin help, bugs day not nearly bad.the food expensive, rate 6 10 overall.there major golf course construction going stay earth moving equipment ran day long sight room, trying ready major golf event, pool gets 8 10. dirty near swim-up bar area attract debri.we stay, bug bites biggest reason, wife sick week return,  ",1
"disappointing boyfriend stayed affinia night feb 17 2007 quick getaway, heart sank walked room, bare small tiny window foot eye-level, yes minibar tv movie selection, view looking forward chunk brick wall 2 feet away window, minibar none listed movies available viewing mysterious reason, called movies no avail, no control temperature room window did not open, called fan fact delivered, performed passably creating modicum airflow stuffy atmosphere room, did aveda shampoo soap got good products home, location convenient got nice manicure excellent bliss spa nearby.fyi room second floor just make sure ask view,  ",1
"sure main hotel fine word warning based reviews sites stayed auto hogar hot july weekend.first impressions fine way rooms surprisingly accessed garage rear hotel, second run hotel.my word warning avoid auto hogar like plague, airless rooms working air conditioning asked change rooms, no space available management suggested sleep doors open not satisfied option eventually re-housed hotel nuevo triunfo round corner 442 59 33, cool quiet friendly perfect, worth haggle price rate 25 advertised tarrif, sadly attempt check auto hogar ahead larger trip coming later year, experience wo n't staying advice sent room garage room check immediately,  ",1
"pass folks arrived scheduled checked pre-paid required, told wait minute rooms cancelled replied no way did cancel, tried 4 adults crackerbox sized room size bed small sofa sleeper, went office blocks away got credit card credited thankfully copley house took hotel boston pay considerably rooms ultimately worth, going chance folks better make sure times not screwed reservation leave home head boston time make sure reservation secured, maybe enjoy time copley house, dealing office people watched customers come complaints satisfactorily taken care knows fact complaints going time, copley house needs completely revamp approach reservations providing customers, maybe just caught bad time n't know sense things selection copley house bad selection get-go, afford probably save headaches,  ",1
"stinky room place sold home travel agent acceptable average tourist think sub standard.the place insect infestation need sorted.the room shown toiletsmell know mean.the room poorly arranged- arrange room just 2 suitcases, trouble lift card got stuck lift 5 mins.we asked room change reception staff n't concerned all.they moved floor insect problem worse.the bedding stained cupboard old food plumbing allowed smell doing number 2, air conditining black stuff belching white towels.when went breakfast morning like kids school camps, picture dozens dozens dozens local kids no manners hungry breakfast room, picture basic budget breakfast serve school camps, sums fort cannings breakfast experience, place 3rd class packer, shame location cos n't deserve it.we rang holiday broker moved,  ",1
"dont waste money, boyfriend thought picked maybe best hotels dallas stay 21st birthday night sadly wrong.. hotel pretty nice things inside say service horrible strarted told ghost bar swimming pool pretty excited.. got valet stand right outside door really nice gave 20 tip and.. usually did went inside check not crowed took long time check finally kept talking ghost bar saying, finally got room nice pretty view stayed wonderful room, got dressed check pool saw cool pictures online finally went floor check informed pool having type construction going pool no water went stairs ask going desk said no idea pool like late check till 2:00 day swim left finally okay went room saw snacks room called desk ask snack room said told bday snacks beverages room free ended course eating getting drinks ghost bar dressed pretty nice bf ended bring flip flops dont know okay looking ones outfit looked pretty nice got list bday couple free drinks ended not letting bar bc shoes barely not really bad.. told casual dress code wear dress shirt did dressed up.so got bc flip flops food drinks turned not free lied opened pool day leave 12 valet men noticed alot went car bc glove box open noticed alot stuff car seat guess tip wasnt good, run bfs credit card 300 extra dollars right left saying ended no getting special deal going memorial day said days day guess didnt,  ",1
"stay away st. ann marie antoinette hotel love new orleans horrible experience, foremost st. anne does not parking park car location 40.00 day, room lost reservation realized light bulbs blown tried phone did not work, approached employee desk simply said didn__Ç_é_ me__Ç phone does not work, heated conversation employee actually came desk tried physical, asked speak manager told finally arrived clear hotel ran poorly rude basically told just place stay, nice courtyard pool growing garden, not fooled web site location hotel awful, cute little place corner continued little away,  ",1
"overcharge great hotel great room amenities gym pool construction despite calling ahead verify construction completed, absolutely horrible service charged 3 meals breakfast days row breakfast, pretended no longer speak english girl checked great english language skills.late check 10pm hotel claimed gave room away no longer vacancy price point, not room upgrade price despite giving room away, salon gave horrible hair cut no surprise attempted double charge, late flight check took close hour, no exageration close hour, beijing,  ",1
"disappointed sent complaint expedia hotel review sent e-mail asked review hotel told place looks nice outside young lady checked pleasent helpful oh dear expedia hotels website corporate king room having large screen tv`s in-room safes clock radios irons hair dryers corporate king lacking items small telly 39 channels 20 watchable picture in-room safe hole carpet no clock radio no iron ironing board fair no mention ironing board wall holder iron hair dryer no sign sheet bed ended middle bed nights small men spoke reception just hold seat floating away asked little havana area miami ok visit kept going restaurant breakfast time english liked drink tea breakfast not ask no hot water mind tea bags wife asked told hotel nothing breakfast talk catering contractor read no place eat close did not expect travel far eat going miami spend money money stay place,  ",1
"absolutly worst booked room wife trip seattle edgewater.we ended having plane delays mechanical juneau flt 75. called edgewater inform late arrival, ended arriving late flt 66. finally reached edgewater room not reserved, main issues heating cold night general condition room run, asked desk relocate room, informed no rooms available stay, early morning asked moved asked room accepting, informed room not available 4:00 p.m. desk wanted leave bags, not comfortable accepting room sight unseen charges accrueing day, wife agreed time cancel staythe edgewater refused adjust credit card contacted wwte online reimbursement, received adjustment charges wwte, night business trip seattle,  ",1
"avoid like plague, heed warning stay away place.there major traffic route downtown boston directly hotel, car truck noise subway deisel commuter trains run 100 feet hotel, train noise starting 5am, finishing 1am, personal favorite hotel directly landing path boston logan airport airplane noise, depending wind direction 1000 flights day flying hotel 1000 feet, 747 piper cubs flying heads 5:30 midnight.if glutton punishment place,  ",1
"rooms windows rooms hotel milano no windows, none like closets, reserved directly hotel website communications regarding reservation mention 155 room booked window-free, reserved room fact paid sliver real light, really claustrophobic.of course time place san juan no choice, sympathetic staff person said policy tell people room not window asked, time thought ask room window complaints normally let willing list given hotel unethical policies regarding giving guests information rooms advertised wi-fi does n't work, guest n't laptops ip addresses connect.2 breakfast lasts 10am not uncommon noon check-out time think staff let guests know hours especially given relatively generous check-out time, no hours posted room did lights room 3 minor worth noting tv channel selection woeful, c-span not network stations things like nfl playoff season.all-in-all wish liked hotel milano egregious policies regarding sale windowless rooms plus general lack comfort means ca n't, n't tempted not spend waking moment outside hotel enjoying san juan,  ",1
"bad experience allow experience occidental grand flamenco punta cana bavaro domenican republic.we travelled march 24th 2007 toronto.we assumed resort luxurious executive getaway, turned not cheap stay 5,000 cdn worst holiday experience, arrived saturday march 24th 2007 approximately 9:45 evening, resort 30 minutes airport wait passengers drop resort 5 stops, humble opinion 4+-star resort passenger shuttle offers direct service soft drink bottle water waited 20 minutes depart airport none services offered occidental grand flamenco, driving vacationers resorts finally got occidental grand, not greeted drinks expected 4+ resort wasted 45 minutes arguing person premium service desk rooms messed, specifically asked 2 rooms not 2 rooms separate buildings 10 year old 16 year old, friends traveled issue forced sleep second room temporary night stress caused hours huge dent impression resort enjoyment vacation, row disappointments n't end plenty paid club package, given building 12 room 12110 12109 not transat premium club rooms, no fruit baskets rooms no bathrobes slippers beach towels no rum alcohol mini bar.we hungry needed eat restaurant buffet closed, ended spending rest evening waiting pizza taco__Ç_é_ located balcony italian restaurant, finally got food waiting line 35 minutes.the second day stay occidental resort started not having electrical water service, prevented taking shower brushing teeth washing hands flushing toilet, terrible experience civilized people high hygiene standards, went hunted felix plenty notes concerning complaints resort guests, told water problem lack thereof told resort problems electricity according knows resort staff electricity water service return shortly, felix asked come 3:00 pm change rooms, power did not come 9:00 evening, note no premium service paid breakfast second day pleasant surprise served fresh fruit, type food enjoyed far, not carried away pleasure ran bananas, tried ask restaurant staff bananas did n't understand lazy none, effort sign language trying color substance material succeeded 5 painstaking minutes presented 4 rotten smelly bananas__Ç covered onion peal, imagine got, time chance speak spanish speaking guest spain able tell great english experience guests beg staff normally served standard vacation resort, quite annoyed say least.on day went felix premium suite advised best offer 2 rooms building 24 far apart, didn__Ç_é_ work didn__Ç_é_ trust children sleeping hall, felix said send towels robes offered rooms room building 12. staying week no choice accept thing wanted spend entire vacation lobby arguing, afternoon towels robes bed, power went half day toilets water service did not work, rain flooded walk ways hallway leading room, water seeping door water, wife slipped fell wet stone tiles proved slippery wet, went reception spoke reception desk, told water said nothing flooding, evening got sick spent day toilets, 16 year old son vomiting night fever 10 year old son ill stomach problems.on fourth day no clean towels no clean slippers mini bar not stocked premium package, power went 5 hours, went dinner 7pm available restaurant, table cloths dirty stained cutleries remainders previous meals no serviette tables, fact nothing tables salt pepper shaker, middle restaurant, cheap napkins better nothing, time thing feel comfort going home soon reality cooked meals not heated means buffet tables means mere 30 minutes cold, pan got nothing replaced kitchen staff no power.by thursday evening suite reeked stink un-sanitized toilet caused, totally absurd un-healthy situation clean paid considerably large money normally not job unless getting paid large money, smell toilets unbearable, expect sleep suite like, earlier 2 rooms friends building 23 given away, used rooms day closer beach, supervisor explained maids rooms clean assumed vacant__Ç best, checked friends hotel, didn__Ç_é_ exist resort anymore reason family home called speak couldn__Ç_é_ them.on friday 10 year old son ill needed medical attention cost 168, spent entire day dirty room.we asked felix arrange taxi airport earlier surprise did, couldn__Ç_é_ wait leave sick, son vomiting airport starting shaking lack hydration body, saved entire year trip came stressed left home, not believe experience family vacation,  ",1
"definitely not best resort, 3 girl friends stayed caribe club princess end september say quite disappointed, traveled group dr handful occassions stayed beautiful resorts, easy going group mid-20s love fun vacation say resort ranks lowest resorts stayed, check-in wait 2 hours check-in rooms, n't like arrived morning early evening expecting rooms ready, couple drinks, finally got rooms waited 45 minutes luggages delivered room, not mention room hot felt like no air circulation, definitely n't good start vacation.restaurants/food n't cook meals guess good thing, lots variety pretty make reservations thing day la carte restaurants luck, ended eating buffet part.beach/pool/grounds nicer punta cana beaches defintely not palapas, pools nice use touch needed better cleaning debris accumulates them.entertainment typical animacion/entertainment team various activities day nightly shows, overall friendly staff dominican people reasons love country, love cute dominican boys did encounter couple aggressive way flirtatious actually annoying asked money bluntly, staff friendly smiling.overall resort attracts europeans canadians minorities tourists, not bad resort, got good deal vacation package paid stay resort known better, guess paid,  ",1
"shock, say..very disapointed, wife traveled punta cana times resort far barrel, wife changed rooms 3 times day, room dirty phone room not working, rooms small similar rooms motel 6. ants rooms room stayed cigarette burns sheets gross, wont bad food dont really type trip food, thank god tnt prides service got place majestic day, life saver, not waste time resort disapointed isnt funny,  ",1
"problem komaneka hotel lovely 15 minutes outside bali, complaint not staff friendly helpful management, decide days change hotel closer town, hotel given day notice leaving earlier originally scheduled.the hotel fourth full.we charged 200 leaving early, understand policy hotel not, not recommend hotel incident, unfortunate beautiful hotel greedy management.marlene,  ",1
"rude young manager, terrible service man hotel not bad problems lifts, misses bus got stuck stay stuck 30 minutes, complained young man possibly manager reception lauaghed said waiting 10 minutes, man refused pay taxi compensate misses bus poland, service man worst seen life plain rude actually tell lift 10 minutes, lift broke half hour, reported soon broke complained missed transfer laughed, seen bad service years travel, writing manager complaining asking compensation missed connection, absolutely awfull service young male worker,  ",1
"deserve better believe good thing hotel breakfast, actually takes little good rating guests, here__Ç_é_ remember depressing location didn__Ç_é_ feel safe night small rooms totally outdated bad satellite reception unhelpful staff unable speak english bush__Ç business center simply doesn__Ç_é_ make sense unless houston tx conclusion stay away room hotel, 2 nights feel depressed 2 weeks road.will better job time booking simply read reviews website,  ",1
"hey folks not bad point bad.i planned trip punta cana family hell arrived took 3 hours check kids gave room overlooking party stage bed 5 people said pay no meen room beds.it discusting change lock no keys day.bugs insects whould crawl floor not big beuro clothes away.the day goes second room not cleaned fed finally pay clean cleaned again.now mind going running people going thing.the food discusting gym didnt want walk inside.the people working host s t.no wanted help free.alot places hotel dirty tried pool.the store hotel selling fake brand cigars possible.the souvenir shop expensive soon looking open shop souvenirs insident people afford.then day bumped family sisters brother today good freinds, wanted horse riding asked aranged kids 7 5 4 owner ranch said fine safe.when got told girls scared timers eye said fine dauter thats 7 horse alone.while riding beach instructor leading way starts ride fast horses followed happend girls look ahead ground dont no daughter riding did not run guess god girl hurt disaster especially dont strecher emergency took wheeler come got hotel didnt wheel chair fuming praying time pass hell there.thank god far doing good doctor home dosent no proper care there.i want close place till clean management looking forward vacation nothing good came exept meeting new freinds,  ",1
"night share toilet 14 people, booked new yesrs holiday hostelworld.com dont review site, not chose stay hostel, facilities dirty unclean completely unappealing, single unisex toilet cleaned day considering used people joke time covered urine vomit facaes, rooms not clean start certainly n't 5 day stay, told late breakfast 10.10 20 minutes close, inadequate showers clean dated faced door usually wide open, stayed hostels world far worst value money nothing justified price night, basement room placed dire need redecorating outside doors leak water paint peeling disgusting marks wall floor needs wash, group placed different room experience improved good thing amsterdam location n't better, lot potential huge shame owners not realised,  ",1
"kidding, arrived overpriced little poky place 3 huge bags offered no help narrow alice wonderland stairs, passport got kept arrival returned check-out, minibar small fridge water, told lock windows theft, walls, bedding old bathrooms shared, promiscuous guests, breakfast joke self service washing dishes, rented flat, pathetic attempt hotel, stay crown plaza price,  ",1
"surrounded warehouses staffed neophytes, stayed night leaving once-a-day early morning flight remote bahamian island, international boat town n't priceline accept bid 4 star 239 course week bidding, intercontinental not worth sunny day not airport shuttle service runs hour feel like airport, drivers trips rental car lots people n't staying hotel making 10 minute trip run hour-long airport route circuit, shady dealings, taxis exorbitant purposefully slow run meters direction west airport flat rate like atlantic sobe, short cab rides cost 12- 20 piece, did n't rent car airport hotel shuttle billing far reality.just miles away hotel dolphin mall like traveling world, spanish native language speak fairly fluently just n't right, feel look mall includes familiar brand stores tijuana cancun bazaar, end miami surrounding hotel warehouse central mediocre mcdonalds busy highway-like street highly recommend, way better cafeteria-like fare intercontinental, n't venture near buffet, leftovers convention caterings re-serve crusty old concoctions foolish venture, plus quality industrial grade start, room temperature non-appetizing, queried said food not good got shrug refilled water glass instead offer make things right.wifi does n't work rooms guests conversed spent good afternoon trying figure tech support person midwest finally got connected desk, oh staff wildly young new hotel outrageously inexperienced hospitality industry completely non-solution-oriented, answer all.the physical plant hotel 3 stars tops, nicely landscaped small pool courtyard mediocre fitness center non-functioning business center gift shop decent sized rooms bathrooms large sink counters, inept staff rotten food aggravations hotel plummets 1 quickly,  ",1
"june 08 stay stayed hotel june 6/6-6/8/08, read reviews website stating loud weekends travel san juan r r wanted new kid block try, hotel beautiful, pools small beach nice, staff friendly especially caribbean standards live caribbean, rooms large stayed ocean view room completely gorgeous, say completely shocked loud music really weekends, resort expected resort amenites believe building spa charge resort fees, management justify charging rates cant sleep party lobby/pool stops, hotel built u shape, walk lobby opens pool pool rooms left street ocean view right, music amplified like mini arena.i want stay hotel rooms nice noise level probably el san juan hilton isla verde,  ",1
